disbursed_amount,asset_cost,ltv,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,NO.OF_INQUIRIES,loan_default
37841,66275,58.85,1,0,0,0,0,0,0,0,0,0,0,0,1590,0,0,0,0,0
53703,67655,81.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
59113,86380,69.92,3,1,1,50,50,50,0,0,0,0,0,0,4202,0,0,0,0,0
50303,67500,77.04,5,3,0,127529,188039,205210,0,0,0,0,0,0,0,0,0,0,0,0
41394,64368,66.8,3,3,0,946714,1112025,1112025,0,0,0,0,0,0,1984,0,1,0,0,0
51653,76497,71.9,1,1,0,291441,300000,300000,0,0,0,0,0,0,0,0,1,0,0,0
87620,141675,63.53,1,1,0,6278,7471,7471,0,0,0,0,0,0,1377,0,1,0,1,0
32143,57219,60.64,3,2,0,17244,26988,26988,0,0,0,0,0,0,4605,0,2,0,1,0
38439,52497,76.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71817,109118,67.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40022,69894,58.66,2,1,0,658979,718125,718125,0,0,0,0,0,0,400000,0,0,0,0,0
51578,62992,84.93,17,2,0,39536,70930,70930,0,0,0,0,0,0,16004,0,1,0,2,0
59413,76000,79.87,1,0,0,0,0,0,0,0,0,0,0,0,3334,0,0,0,0,0
42494,66041,68.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76666,105656,77.61,6,5,0,796116,1038930,1038930,1,0,1,0,0,0,1478,0,2,0,1,0
55729,74991,78.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57413,74852,78.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43895,73087,62.25,2,1,0,31660,49000,49000,0,0,0,0,0,0,0,0,0,0,1,0
59947,68176,89.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42394,62188,70.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75079,101824,74.64,1,1,0,62019,0,0,0,0,0,0,0,0,3482,0,0,0,0,0
50403,68230,76.21,14,6,1,373791,497904,497904,0,0,0,0,0,0,53100,0,4,0,0,0
54363,64849,86.35,1,1,0,67,15000,483,0,0,0,0,0,0,0,0,0,0,0,0
64882,78946,84.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67382,77000,89.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63147,80500,79.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
43244,90898,48.79,1,1,0,26194,29499,29499,0,0,0,0,0,0,0,0,1,0,0,0
53553,66635,82.54,2,1,0,3618,35000,35000,0,0,0,0,0,0,3454,0,0,0,0,1
34439,49748,72.36,22,7,1,89260,142412,127974,1,1,0,755096,1000000,1000000,0,0,9,0,0,0
68423,115690,60.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52334,74740,71.98,5,3,0,91477,135000,135000,0,0,0,0,0,0,12645,0,1,0,0,0
55813,68271,84.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71817,98641,74.01,12,5,0,165223,198000,198000,0,0,0,0,0,0,18516,0,4,0,2,0
42894,58245,74.68,2,1,0,45500,45500,45500,1,0,0,0,0,0,2303,1067,1,0,1,0
55550,68377,84.82,5,3,0,33064,58541,58541,0,0,0,0,0,0,7075,0,2,0,1,0
46349,64000,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57411,68767,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39894,68801,58.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59013,70850,84.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61213,80000,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36995,75483,51.67,2,1,0,119419,150000,150000,0,0,0,0,0,0,8773,0,1,1,0,0
61063,70791,88.99,2,1,0,12749,17000,17000,0,0,0,0,0,0,0,0,1,0,0,0
31034,47000,68.09,4,2,0,285824,500000,479625,0,0,0,0,0,0,10680,0,0,0,0,0
49658,64789,83.35,4,4,1,33781,38643,38643,0,0,0,0,0,0,0,0,2,0,0,0
72644,108367,68.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83533,113441,74.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32777,60000,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62292,79194,84.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63846,74859,89.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59447,81226,76.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46350,53950,88.97,1,1,1,17495,43975,43975,0,0,0,0,0,0,2346,0,0,1,0,1
56113,65557,88.02,1,1,0,419,59000,12887,0,0,0,0,0,0,0,0,0,0,0,0
63213,75484,84.79,5,5,0,7760,105952,105952,0,0,0,0,0,0,8352,0,1,0,0,0
43749,69770,65.36,1,1,0,2768,54000,54000,0,0,0,0,0,0,0,0,0,0,0,0
51803,74716,70.94,2,1,0,7505,10507,10507,0,0,0,0,0,0,3022,0,1,0,1,0
60947,75752,83.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66682,98375,69.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91443,133403,70.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54524,66993,82.86,18,4,0,323965,405558,405558,0,0,0,0,0,0,7082,0,2,0,0,0
63388,75500,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25101,56753,47.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49803,63144,82.35,1,1,0,3008,21086,21086,0,0,0,0,0,0,3013,0,0,0,0,0
54259,110257,50.79,4,1,1,1657,14900,14900,0,0,0,0,0,0,0,0,0,0,0,0
64213,73832,88.04,7,1,0,28000,28000,28000,0,0,0,0,0,0,39295,0,1,0,0,0
33827,58300,61.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51498,61000,88.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55559,66983,84.8,5,5,1,1925826,2005000,1998809,0,0,0,0,0,0,9949,0,0,0,0,0
36439,48020,78.09,4,2,0,337460,360999,360999,1,1,0,32000,32000,32000,3015,32000,1,0,0,0
53139,73769,75.91,10,4,0,30555,69870,69870,0,0,0,0,0,0,6974,0,3,0,0,0
56089,74809,78.2,11,8,1,68159,153872,153872,0,0,0,0,0,0,2232,0,5,0,0,0
50803,70610,73.64,5,2,2,335919,509521,509521,0,0,0,0,0,0,6876,0,0,0,0,0
55813,64300,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52279,66983,84.95,2,2,1,9773,23981,23981,0,0,0,0,0,0,1328,0,0,0,0,0
23174,49806,47.38,2,2,0,1126734,1162000,1162000,0,0,0,0,0,0,0,0,1,0,0,0
48149,65397,76.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64482,73661,89.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55013,63002,88.89,2,1,0,800,11290,11290,0,0,0,0,0,0,3240,0,0,0,0,0
71817,110316,67.08,1,1,0,0,24600,24600,0,0,0,0,0,0,2050,0,0,1,0,0
58259,67000,88.06,4,0,0,0,0,0,0,0,0,0,0,0,1740,0,0,0,0,0
56713,67912,84.96,3,1,0,391000,391000,391000,0,0,0,0,0,0,1132,0,0,0,0,0
59947,77746,79.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88555,127380,71.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61947,76000,82.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50803,63771,81.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50303,74806,69.51,3,1,2,5684,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0
53578,62344,88.22,6,3,0,56320,95206,95206,0,0,0,0,0,0,10758,0,1,0,7,0
54329,70663,79.25,1,1,0,42458,49999,49999,0,0,0,0,0,0,4720,0,1,0,0,0
30824,57719,57.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
57559,82379,72.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51303,70235,78.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63747,72889,88.9,6,1,1,16154,64625,64625,0,0,0,0,0,0,0,0,0,0,0,0
48849,67751,73.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56813,69473,84.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
60933,99028,64.63,10,2,0,11226,55201,55201,0,0,0,0,0,0,20913,0,0,0,0,0
58843,70388,85.0,1,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0
57059,69307,83.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63829,89638,74.75,4,3,1,733977,660000,660000,0,0,0,0,0,0,1584,0,1,0,0,0
56259,65808,86.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48803,63675,79.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64387,92235,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54759,76900,72.82,35,16,1,4555800,4747500,4747500,0,0,0,0,0,0,1099273,0,3,1,0,0
44909,74286,63.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53303,74726,73.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79686,110000,73.64,1,1,0,25866,26845,26845,0,0,0,0,0,0,2144,0,1,0,0,0
56127,75301,78.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57000,73918,79.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56513,71635,81.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65022,110852,61.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52703,73616,74.71,4,4,3,3611788,4750000,4750000,2,1,1,0,37500,37500,53438,0,0,0,0,1
67569,91904,74.97,3,3,0,38776,110791,110791,1,0,0,0,0,0,3414,0,0,0,0,0
53078,69625,78.99,4,3,1,247921,2100000,2081272,0,0,0,0,0,0,11460,0,1,1,0,0
50803,65872,78.94,11,5,0,2000098,4515000,4529876,0,0,0,0,0,0,42238,0,1,1,0,1
56959,81400,70.88,2,2,0,1442,23100,23100,0,0,0,0,0,0,3068,0,1,0,0,0
67819,89565,78.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39544,66250,61.13,1,1,0,0,25000,1016,0,0,0,0,0,0,0,0,0,0,0,0
57159,71510,80.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58059,74682,78.73,1,1,0,58800,58800,58800,0,0,0,0,0,0,0,0,1,0,0,1
44949,62320,74.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53703,63895,86.08,1,1,0,24257,45000,37080,0,0,0,0,0,0,0,0,0,0,0,0
49257,64454,82.54,8,4,0,27691,46529,46529,0,0,0,0,0,0,6631,0,2,0,0,0
51303,71731,73.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50973,71512,74.11,4,2,0,333889,381403,381403,0,0,0,0,0,0,11676,0,1,0,0,0
62147,77313,82.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45766,67360,73.49,1,1,0,116787,234000,234000,0,0,0,0,0,0,4736,0,0,0,0,1
48849,68000,73.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144377,184000,82.07,11,4,1,1193855,1429487,1429487,0,0,0,0,0,0,1055,0,1,0,0,0
54633,62700,89.31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35975,50505,74.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73623,104200,71.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65169,100533,66.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58947,76550,79.69,5,1,0,10714,15000,15000,0,0,0,0,0,0,3728,0,1,0,0,0
68169,98466,71.09,3,1,0,228341,190000,190000,0,0,0,0,0,0,0,0,0,0,0,1
42794,63477,69.32,70,3,0,14992,129213,62074,0,0,0,0,0,0,97986,0,0,0,0,0
57413,74650,79.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60023,71600,87.99,5,1,0,14038,45000,45000,0,0,0,0,0,0,2340,0,0,0,0,1
51803,63582,84.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54959,76489,73.47,2,1,0,9639,11471,11471,0,0,0,0,0,0,3924,0,1,0,1,0
49803,71300,71.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49603,76170,66.04,4,2,0,11422,20749,20749,0,0,0,0,0,0,0,0,2,0,0,0
60947,77578,81.21,1,1,0,0,14990,14990,0,0,0,0,0,0,0,0,0,0,0,0
46379,61177,80.1,16,7,1,159810,311000,309848,4,2,0,149115,170000,158117,26093,12948,4,1,1,0
59259,76500,78.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
39074,53448,76.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45349,68814,66.85,3,2,0,9655,63750,63750,1,0,0,0,0,0,2518,982,0,0,0,0
70817,105500,68.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64169,75400,87.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44749,63010,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66099,84800,80.19,17,0,0,0,0,0,0,0,0,0,0,0,15566,0,0,0,4,0
31324,69336,47.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54949,67803,84.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63213,77313,82.78,10,8,1,1737561,1901763,1901763,0,0,0,0,0,0,0,0,3,2,0,0
25859,65012,41.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57013,79715,74.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60947,106192,58.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52393,67010,83.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54361,99348,56.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56259,70057,81.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43394,62188,72.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
57013,66292,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56013,78536,72.58,1,1,0,3500,10500,10500,0,0,0,0,0,0,0,0,1,0,0,1
53513,67190,82.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40394,63068,66.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50303,57748,89.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63013,77143,84.26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55759,65900,85.74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71567,86716,84.76,1,0,0,0,0,0,0,0,0,0,0,0,1760,0,0,0,0,1
44210,106063,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60013,69185,89.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54459,79000,70.25,3,3,0,15390,44839,29839,0,0,0,0,0,0,0,0,2,0,0,0
62147,76140,85.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58513,67037,88.76,3,1,1,4141,4970,4970,0,0,0,0,0,0,2177,0,1,1,1,0
49349,72048,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50803,66800,77.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39494,62617,65.64,1,1,1,14488,15000,15000,0,0,0,0,0,0,260,0,0,1,0,1
47199,64480,75.22,8,2,0,82842,100000,100000,0,0,0,0,0,0,17719,0,1,0,0,0
33284,73488,47.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52078,68628,78.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46749,61540,78.0,1,1,0,25961,41000,41000,0,0,0,0,0,0,0,0,0,0,0,0
57259,82298,71.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46145,63193,75.96,1,1,1,5769,44000,44000,0,0,0,0,0,0,0,0,0,0,0,1
46859,69978,70.74,1,0,0,0,0,0,0,0,0,0,0,0,2269,0,0,0,0,1
42894,57923,77.69,2,1,0,526185,640000,640000,0,0,0,0,0,0,17640,0,0,0,0,0
88620,114900,78.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48895,63580,78.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54959,65036,86.26,24,14,6,16007480,17032650,17032650,0,0,0,0,0,0,588591,0,8,5,0,0
62213,80437,79.57,5,1,3,1340,10098,10098,0,0,0,0,0,0,4165,0,0,0,0,0
57759,86520,68.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65669,104401,64.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49349,72501,68.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58108,95428,63.4,5,2,0,517663,550000,550000,0,0,0,0,0,0,5899,0,1,0,0,0
53201,81664,66.0,2,1,0,181695,200000,200000,0,0,0,0,0,0,7858,0,0,0,0,0
46819,59486,82.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50803,73663,70.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43549,59874,75.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60413,72800,84.07,4,3,0,312198,380000,380000,0,0,0,0,0,0,21804,0,0,0,0,0
55259,68700,82.97,3,2,0,542591,737590,737590,0,0,0,0,0,0,0,0,0,0,0,0
66169,99983,68.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70006,98448,72.0,1,1,0,105560,400000,400000,0,0,0,0,0,0,9622,0,0,1,0,0
19154,68562,30.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36669,48666,79.11,2,2,0,18570,39970,39970,0,0,0,0,0,0,4493,0,1,0,1,0
36639,59818,63.02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53703,73284,75.05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76751,98877,78.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61213,83664,75.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56259,79001,72.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40794,56840,73.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38439,67825,58.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56513,79971,72.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49803,74665,68.31,1,1,0,63197,62300,62300,0,0,0,0,0,0,0,0,1,0,1,0
49303,68062,74.93,1,1,0,-949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49409,58345,88.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85620,103670,84.4,1,1,0,262443,325000,325000,0,0,0,0,0,0,4006,0,0,0,0,1
54259,97193,57.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58759,78908,76.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64382,104892,62.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57020,77521,75.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32184,37000,89.73,15,5,0,2054737,2233335,2233335,0,0,0,0,0,0,445562,0,1,0,0,0
45289,73605,65.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72123,104313,70.94,2,2,0,7567,66393,66393,0,0,0,0,0,0,0,0,0,0,0,0
60213,72751,83.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51498,78514,68.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71317,99684,73.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81486,92500,89.51,2,1,0,0,209000,209000,0,0,0,0,0,0,1334,0,0,0,0,1
57559,87653,68.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68382,92675,74.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63713,79769,81.49,8,1,0,88642,100000,100000,0,0,0,0,0,0,14280,0,1,0,1,0
53803,61761,89.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61347,74000,85.0,3,3,0,28262,42262,42262,0,0,0,0,0,0,1500,0,3,0,0,0
55493,71747,83.42,2,1,0,66177,66000,66000,0,0,0,0,0,0,0,0,0,0,0,0
62947,105317,61.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45349,69225,67.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43394,80629,54.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45349,62644,73.43,2,1,0,253006,380000,380000,0,0,0,0,0,0,0,0,0,0,0,0
55013,76460,74.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49349,66000,75.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38239,53800,73.42,13,6,1,43770,146400,146400,0,0,0,0,0,0,24624,0,3,0,1,0
53078,61308,89.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35439,68636,52.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49832,69936,74.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64782,74747,89.23,2,2,0,103590,153400,153400,0,0,0,0,0,0,5269,0,0,0,0,0
62213,70458,89.41,1,1,0,399,50500,50500,0,0,0,0,0,0,1929,0,0,0,0,0
49803,61000,82.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50078,67848,75.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68882,87600,79.91,9,1,1,0,41959,41959,2,1,0,26035,37500,26035,1802400,0,0,0,1,0
52303,65847,80.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57000,65110,89.85,6,4,1,25915,160000,160000,0,0,0,0,0,0,2460,0,0,1,0,0
60038,76041,79.99,3,3,1,178550,394000,394000,0,0,0,0,0,0,3952,0,0,0,2,0
74479,101848,74.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49349,64847,77.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70123,97202,74.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50803,76236,68.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69517,79583,89.84,1,1,0,44383,59900,59900,0,0,0,0,0,0,2338,0,0,0,0,0
41074,56800,77.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65169,74260,88.88,4,2,0,121605,134000,134000,0,0,0,0,0,0,5920,0,1,0,2,0
50003,57200,89.69,5,1,0,4099,4099,4099,0,0,0,0,0,0,4573,0,0,0,0,0
52303,67576,79.91,2,1,0,97586,110000,110000,0,0,0,0,0,0,1784,0,2,2,0,0
37810,71547,57.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56113,69132,84.04,5,2,0,126833,240000,240000,0,0,0,0,0,0,90000,0,0,0,0,1
36169,67464,57.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39074,64030,64.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55459,64357,88.57,2,1,0,0,14800,14800,0,0,0,0,0,0,0,0,0,0,0,0
51303,69064,75.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26529,74093,37.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52803,72939,74.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58259,83068,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53803,66000,83.33,5,2,1,15582,62000,62000,0,0,0,0,0,0,4649,0,0,0,0,0
63882,78127,84.48,5,1,0,0,373000,373000,0,0,0,0,0,0,1670,0,0,0,0,0
58147,70884,84.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59947,83011,74.09,3,3,0,12732,37990,37990,0,0,0,0,0,0,0,0,1,0,0,0
67469,93791,73.57,1,0,0,0,0,0,1,1,1,88871,74250,74250,0,784,0,0,0,0
25135,70289,39.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42394,58902,74.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53803,66274,82.99,7,2,0,145486,151500,151500,0,0,0,0,0,0,2644,0,2,0,0,0
37675,48851,79.43,1,1,0,30957,42974,42974,0,0,0,0,0,0,0,0,0,0,0,0
65282,83224,79.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58759,67000,89.55,3,1,0,34,34,34,0,0,0,0,0,0,5511,0,0,0,0,0
53803,157930,34.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51653,67163,81.89,1,1,0,5604,36780,36780,0,0,0,0,0,0,0,0,0,0,0,1
52803,61803,87.37,2,2,0,531980,396000,396000,0,0,0,0,0,0,0,0,0,0,0,0
55013,64381,86.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65882,74587,89.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60447,75261,82.38,1,1,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43894,115640,38.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97899,144491,68.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47566,67085,75.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42310,64238,68.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
